ID_Venda;Data_Venda;Produto;Categoria;Preco_Unitario;Quantidade;Cliente;Região;Forma_Pagamento
266;20/08/2024;Sofá;Móveis;3414.39;3;Anthony Gabriel Barbosa;Sudeste;Cartão de Débito
267;27/02/2024;Impressora;Eletrônicos;838.93;4;Theo Fogaça;Sudeste;Cartão de Crédito
268;18/04/2025;Monitor;Eletrônicos;1819.94;1;Clarice Cunha;Nordeste;Cartão de Crédito
269;02/01/2025;Geladeira;Eletrodomésticos;3897.91;2;Ester Moraes;Sudeste;Pix
270;10/03/2024;Mochila de Camping;Esporte;408.27;5;Stella Teixeira;Nordeste;Cartão de Crédito
271;15/12/2023;Fogão;Eletrodomésticos;880.3;4;Dra. Maitê Lopes;Nordeste;Dinheiro
272;25/04/2024;Casaco;Vestuário;184.28;3;Maysa Almeida;Norte;Dinheiro
273;19/09/2023;Máquina de Lavar;Eletrodomésticos;1016.82;3;Vicente Jesus;Sudeste;Cartão de Débito
274;04/07/2023;Cômoda;Móveis;1624.22;5;Isaque Ribeiro;Sudeste;Pix
275;08/05/2023;Cômoda;Móveis;1481.64;5;Ágatha Pires;Nordeste;Dinheiro
276;12/05/2024;Estante;Móveis;731.43;2;Bruno Ferreira;Sudeste;Cartão de Crédito
277;17/02/2025;Cômoda;Móveis;1601.37;2;Maria Alice Silveira;Norte;Boleto
278;09/10/2024;Casaco;Vestuário;147.09;2;Marcos Vinicius Duarte;Nordeste;Dinheiro
279;27/06/2023;Mochila de Camping;Esporte;448.47;1;Enzo Machado;Centro-Oeste;Boleto
280;08/05/2024;Jogo de Tabuleiro;Brinquedos;50.0;3;Aylla da Mata;Sul;Cartão de Crédito
281;23/10/2023;Guarda-roupa;Móveis;1378.62;2;Mateus Oliveira;Sudeste;Cartão de Crédito
282;27/07/2023;Geladeira;Eletrodomésticos;2584.35;4;Benjamim Ramos;Norte;Dinheiro
283;11/01/2025;Sofá;Móveis;3461.97;3;Sr. Enzo Gabriel Souza;Centro-Oeste;Dinheiro
284;22/11/2023;Impressora;Eletrônicos;812.79;5;Emanuelly Ferreira;Centro-Oeste;Pix
285;24/07/2024;Mesa;Móveis;354.99;2;Gael Garcia;Sul;Cartão de Débito
286;17/06/2024;Tênis;Vestuário;224.45;4;Olívia da Cruz;Sudeste;Cartão de Débito
287;02/05/2023;Fone de Ouvido;Eletrônicos;236.52;4;Nathan Mendes;Nordeste;Boleto
288;15/10/2023;Liquidificador;Eletrodomésticos;392.28;2;Lucca Gomes;Nordeste;Cartão de Crédito
289;26/05/2023;Sofá;Móveis;1964.3;4;Alícia Novaes;Sudeste;Dinheiro
290;10/02/2023;Fogão;Eletrodomésticos;2799.09;4;Sra. Maria Julia Lima;Centro-Oeste;Dinheiro
291;11/03/2023;Cômoda;Móveis;1281.57;2;Dra. Mariana Pacheco;Sul;Cartão de Crédito
292;15/01/2025;Ar-condicionado;Eletrodomésticos;1033.99;3;Anna Liz Rios;Nordeste;Cartão de Crédito
293;23/01/2023;Raquete de Tênis;Esporte;1051.37;5;Ana Clara Melo;Sudeste;Pix
294;13/01/2025;Calça Jeans;Vestuário;128.02;4;Alexia Ramos;Nordeste;Cartão de Débito
295;18/01/2025;Estante;Móveis;808.5;3;Rhavi Sousa;Sul;Dinheiro
296;11/06/2023;Boneca;Brinquedos;44.33;4;Emilly Moura;Sul;Cartão de Débito
297;26/08/2023;Tênis;Vestuário;294.9;1;Yasmin da Paz;Sul;Pix
298;07/04/2025;Boné;Vestuário;26.66;1;Manuela Alves;Centro-Oeste;Boleto
299;02/08/2024;Cadeira;Móveis;447.96;5;Sra. Lunna Pereira;Nordeste;Dinheiro
300;22/07/2024;Raquete de Tênis;Esporte;1273.33;3;Dra. Carolina Garcia;Norte;Dinheiro
301;17/05/2024;Máquina de Lavar;Eletrodomésticos;3639.31;5;Ester Mendes;Sul;Pix
302;27/04/2023;Impressora;Eletrônicos;846.99;1;Sofia Brito;Sudeste;Cartão de Crédito
303;18/09/2023;Estante;Móveis;1790.31;1;Nina Siqueira;Sul;Pix
304;17/09/2024;Mochila de Camping;Esporte;382.34;5;Luara Cavalcanti;Centro-Oeste;Boleto
305;15/09/2023;Guarda-roupa;Móveis;2484.28;3;Stella Oliveira;Centro-Oeste;Cartão de Débito
306;26/10/2024;Vestido;Vestuário;123.62;5;Sr. Gustavo Pinto;Norte;Dinheiro
307;11/01/2024;Liquidificador;Eletrodomésticos;300.43;1;Sra. Isabel Pinto;Sul;Dinheiro
308;29/05/2023;Raquete de Tênis;Esporte;555.64;5;Luiz Henrique Gonçalves;Sul;Boleto
309;04/07/2023;Notebook;Eletrônicos;2595.79;5;Vitória Rezende;Norte;Boleto
310;03/06/2023;Bola de Futebol;Esporte;117.17;1;Murilo Sá;Centro-Oeste;Dinheiro
311;26/10/2024;Tablet;Eletrônicos;1244.78;1;Joaquim Fernandes;Nordeste;Cartão de Débito
312;06/01/2025;Tablet;Eletrônicos;1315.65;4;Vinicius da Paz;Sul;Boleto
313;15/06/2024;Skate;Esporte;359.72;3;Henry Guerra;Sudeste;Cartão de Crédito
314;19/12/2023;Bola de Futebol;Esporte;126.02;5;Matteo da Paz;Centro-Oeste;Pix
315;02/01/2023;Fogão;Eletrodomésticos;880.72;3;Anthony Machado;Nordeste;Cartão de Débito
316;18/09/2024;Impressora;Eletrônicos;1049.6;2;Daniela Martins;Sul;Cartão de Débito
317;19/09/2024;Mochila de Camping;Esporte;186.63;5;Dr. Erick Pereira;Norte;Cartão de Débito
318;21/06/2024;Casaco;Vestuário;169.91;2;Pedro Lucas Azevedo;Sudeste;Boleto
319;18/11/2023;Camiseta;Vestuário;186.19;3;Raul Araújo;Centro-Oeste;Boleto
320;03/06/2024;Cômoda;Móveis;1761.58;5;Emanuelly Câmara;Centro-Oeste;Boleto
321;24/11/2024;Boné;Vestuário;19.01;3;Dr. Thomas Peixoto;Sul;Boleto
322;29/04/2023;Cadeira;Móveis;491.9;4;João Lucas da Cruz;Sul;Cartão de Débito
323;12/08/2024;Monitor;Eletrônicos;1029.35;3;Cecília da Cunha;Sudeste;Cartão de Débito
324;19/03/2023;Impressora;Eletrônicos;524.26;4;Jade Nogueira;Sudeste;Cartão de Crédito
325;15/03/2025;Mesa;Móveis;1491.05;3;Dra. Maya Caldeira;Centro-Oeste;Cartão de Crédito
326;30/09/2023;Monitor;Eletrônicos;559.33;4;Antonella Fernandes;Sudeste;Pix
327;24/05/2023;Fogão;Eletrodomésticos;2924.32;1;Paulo Fonseca;Nordeste;Dinheiro
328;05/05/2023;Camiseta;Vestuário;138.96;2;Eduardo Moura;Nordeste;Boleto
329;30/11/2023;Impressora;Eletrônicos;850.6;4;Lorena Rodrigues;Sul;Cartão de Débito
330;15/06/2023;Geladeira;Eletrodomésticos;1821.68;1;Enzo Porto;Centro-Oeste;Cartão de Crédito
331;02/07/2024;Sofá;Móveis;3772.7;2;Maria Cecília da Rosa;Sul;Cartão de Débito
332;17/12/2023;Tablet;Eletrônicos;1488.17;4;Pedro Henrique Gonçalves;Sul;Cartão de Débito
333;10/05/2023;Smartphone;Eletrônicos;3202.92;5;Srta. Emilly Melo;Centro-Oeste;Boleto
334;31/07/2024;Notebook;Eletrônicos;2675.35;2;Lucas Andrade;Norte;Pix
335;11/05/2023;Cômoda;Móveis;1616.29;1;Dr. Murilo Barbosa;Centro-Oeste;Cartão de Crédito
336;24/08/2024;Tênis;Vestuário;176.18;5;Rael Vasconcelos;Centro-Oeste;Cartão de Débito
337;02/01/2024;Fogão;Eletrodomésticos;2418.81;5;Murilo Campos;Nordeste;Dinheiro
338;02/02/2025;Calça Jeans;Vestuário;177.8;3;Luiza Sales;Sul;Cartão de Crédito
339;02/06/2025;Bola de Futebol;Esporte;149.74;3;Mirella Castro;Sudeste;Dinheiro
340;26/03/2023;Smartphone;Eletrônicos;1589.08;4;Gael Henrique das Neves;Norte;Boleto
341;09/01/2025;Máquina de Lavar;Eletrodomésticos;2951.69;5;Maitê Moura;Sudeste;Dinheiro
342;07/05/2024;Casaco;Vestuário;156.08;4;Fernando Mendonça;Centro-Oeste;Dinheiro
343;25/03/2024;Fone de Ouvido;Eletrônicos;298.49;5;Vinícius da Cunha;Nordeste;Cartão de Débito
344;09/09/2024;Bola de Futebol;Esporte;184.83;4;Fernanda Nogueira;Sudeste;Cartão de Crédito
345;24/09/2023;Geladeira;Eletrodomésticos;1552.21;1;Sara Azevedo;Sudeste;Cartão de Débito
346;28/02/2023;Casaco;Vestuário;230.21;5;Maria Luiza Teixeira;Centro-Oeste;Dinheiro
347;10/12/2023;Micro-ondas;Eletrodomésticos;1805.11;2;Mariane da Costa;Centro-Oeste;Cartão de Débito
348;05/12/2024;Skate;Esporte;460.26;4;Igor Mendes;Centro-Oeste;Cartão de Débito
349;06/07/2024;Mochila de Camping;Esporte;303.41;2;Hadassa Abreu;Sudeste;Cartão de Crédito
350;13/12/2023;Sofá;Móveis;2284.37;5;Bianca Silva;Sudeste;Boleto
351;11/05/2024;Mochila de Camping;Esporte;216.51;4;Sofia Andrade;Centro-Oeste;Cartão de Débito
352;12/01/2024;Vestido;Vestuário;36.4;2;Diego Nascimento;Sul;Pix
353;12/04/2025;Mesa;Móveis;1249.24;3;Kaique Peixoto;Sudeste;Pix
354;27/02/2023;Tablet;Eletrônicos;1425.44;5;Ravy Rios;Sudeste;Cartão de Crédito
355;10/07/2023;Ar-condicionado;Eletrodomésticos;1374.47;5;Alexandre Andrade;Centro-Oeste;Pix
356;17/02/2024;Boneca;Brinquedos;97.42;2;Mariane Moraes;Centro-Oeste;Cartão de Crédito
357;28/10/2024;Impressora;Eletrônicos;476.53;1;Raul Gonçalves;Norte;Cartão de Débito
358;22/06/2023;Jogo de Tabuleiro;Brinquedos;63.6;4;Sr. Vinícius da Conceição;Centro-Oeste;Boleto
359;26/05/2023;Impressora;Eletrônicos;387.44;2;Luiz Fernando Santos;Nordeste;Dinheiro
360;05/10/2024;Vestido;Vestuário;105.85;4;Felipe da Paz;Sul;Cartão de Crédito
361;02/04/2024;Ar-condicionado;Eletrodomésticos;2407.09;1;Enzo Gabriel Caldeira;Centro-Oeste;Cartão de Crédito
362;11/12/2023;Tênis;Vestuário;129.74;5;Raul Jesus;Sul;Cartão de Crédito
363;24/02/2023;Calça Jeans;Vestuário;197.05;3;Antonella Barbosa;Norte;Boleto
364;21/05/2023;Fogão;Eletrodomésticos;2887.36;4;José da Rocha;Centro-Oeste;Pix
365;02/05/2024;Raquete de Tênis;Esporte;1408.12;4;Emilly Marques;Sudeste;Cartão de Crédito
366;15/02/2025;Monitor;Eletrônicos;733.0;5;Diego Ribeiro;Centro-Oeste;Cartão de Débito
367;08/03/2024;Fone de Ouvido;Eletrônicos;348.56;4;Ana Lívia das Neves;Sudeste;Pix
368;04/10/2024;Ar-condicionado;Eletrodomésticos;3233.22;3;Yuri Peixoto;Norte;Dinheiro
369;11/12/2024;Guarda-roupa;Móveis;1954.0;2;Hellena Garcia;Centro-Oeste;Cartão de Débito
370;15/03/2024;Vestido;Vestuário;105.81;3;Fernando da Rosa;Sudeste;Cartão de Crédito
371;17/05/2025;Smartphone;Eletrônicos;2115.73;5;Vinicius Porto;Sul;Cartão de Crédito
372;24/10/2023;Casaco;Vestuário;86.41;3;Srta. Anna Liz Rodrigues;Sul;Boleto
373;08/05/2023;Micro-ondas;Eletrodomésticos;962.02;2;Ana Vitória Vasconcelos;Centro-Oeste;Cartão de Débito
374;01/05/2025;Máquina de Lavar;Eletrodomésticos;1517.02;3;Amanda da Rosa;Sul;Cartão de Crédito
375;08/12/2024;Boné;Vestuário;16.2;1;Emanuelly Lima;Nordeste;Cartão de Crédito
376;08/10/2024;Fogão;Eletrodomésticos;1050.55;3;Melissa Cavalcanti;Sul;Boleto
377;05/06/2023;Raquete de Tênis;Esporte;1801.22;4;Natália Azevedo;Sudeste;Cartão de Débito
378;14/06/2024;Fone de Ouvido;Eletrônicos;115.9;5;Emilly Duarte;Centro-Oeste;Boleto
379;26/01/2025;Jogo de Tabuleiro;Brinquedos;194.3;3;Theo Barbosa;Centro-Oeste;Pix
380;17/10/2024;Mesa;Móveis;778.95;3;Rafael Pereira;Norte;Cartão de Crédito
381;31/12/2024;Monitor;Eletrônicos;1295.51;5;Anna Liz Nogueira;Nordeste;Boleto
382;30/01/2025;Skate;Esporte;790.74;3;Sofia Cirino;Centro-Oeste;Cartão de Débito
383;13/09/2024;Mesa;Móveis;810.88;5;Dra. Ana Júlia Carvalho;Sul;Cartão de Débito
384;28/12/2024;Camiseta;Vestuário;138.49;4;Maitê Aragão;Norte;Boleto
385;07/03/2023;Calça Jeans;Vestuário;131.86;4;Olívia Macedo;Nordeste;Cartão de Crédito
386;19/08/2024;Jogo de Tabuleiro;Brinquedos;153.85;1;Valentim Ramos;Nordeste;Boleto
387;11/09/2024;Impressora;Eletrônicos;999.82;3;Antônio Aparecida;Nordeste;Pix
388;14/05/2023;Cômoda;Móveis;750.11;5;Enrico Fonseca;Norte;Pix
389;07/03/2023;Micro-ondas;Eletrodomésticos;1690.06;1;Srta. Maria Laura da Luz;Norte;Pix
390;17/05/2025;Fone de Ouvido;Eletrônicos;309.26;2;Ana Vitória Camargo;Sul;Boleto
391;15/02/2023;Calça Jeans;Vestuário;81.25;4;Emilly Silva;Nordeste;Boleto
392;05/04/2023;Boneca;Brinquedos;71.21;2;Sarah Gomes;Norte;Cartão de Crédito
393;05/01/2023;Monitor;Eletrônicos;1662.58;3;Allana Moreira;Norte;Cartão de Crédito
394;14/04/2023;Sofá;Móveis;3441.48;4;Rebeca Viana;Sudeste;Pix
395;05/05/2024;Mesa;Móveis;1261.41;3;Gael da Paz;Centro-Oeste;Cartão de Débito
396;12/11/2023;Tablet;Eletrônicos;1393.67;4;Antônio Vieira;Nordeste;Boleto
397;17/09/2023;Geladeira;Eletrodomésticos;3457.42;1;Isaac Ramos;Nordeste;Pix
398;24/10/2024;Jogo de Tabuleiro;Brinquedos;187.63;4;Luiz Miguel Cardoso;Sudeste;Pix
399;05/12/2024;Jogo de Tabuleiro;Brinquedos;132.81;1;Davi Miguel Aragão;Sudeste;Boleto
400;15/03/2025;Carrinho;Brinquedos;39.18;5;Jade Duarte;Sul;Cartão de Crédito
401;12/01/2024;Guarda-roupa;Móveis;1989.26;1;Davi Miguel Moraes;Centro-Oeste;Cartão de Débito
402;06/03/2025;Carrinho;Brinquedos;103.22;2;André Gomes;Norte;Cartão de Crédito
403;27/06/2023;Smartphone;Eletrônicos;1028.8;3;Maria Laura da Rocha;Nordeste;Boleto
404;22/09/2023;Calça Jeans;Vestuário;70.73;4;Isabella Cardoso;Centro-Oeste;Boleto
405;03/04/2024;Smartphone;Eletrônicos;2348.54;4;Alexia Lima;Norte;Cartão de Débito
406;24/10/2023;Impressora;Eletrônicos;890.94;3;Sabrina Araújo;Sudeste;Pix
407;08/06/2024;Máquina de Lavar;Eletrodomésticos;3510.73;5;Marcelo da Cunha;Centro-Oeste;Dinheiro
408;22/09/2024;Liquidificador;Eletrodomésticos;483.92;4;Heloisa Novais;Norte;Cartão de Débito
409;18/05/2025;Guarda-roupa;Móveis;2223.61;5;Caleb Cavalcante;Nordeste;Cartão de Crédito
410;12/09/2023;Tênis;Vestuário;153.77;3;Raul Barros;Centro-Oeste;Cartão de Débito
411;02/02/2023;Boneca;Brinquedos;92.9;2;Raul Barbosa;Nordeste;Boleto
412;24/11/2023;Estante;Móveis;1190.51;5;Matteo Costa;Sudeste;Boleto
413;06/05/2023;Boné;Vestuário;29.27;2;Rebeca Costa;Norte;Dinheiro
414;07/04/2025;Máquina de Lavar;Eletrodomésticos;2071.64;5;Luigi Cirino;Sudeste;Cartão de Débito
415;16/03/2023;Tablet;Eletrônicos;1378.84;4;Srta. Zoe Correia;Norte;Boleto
416;11/06/2023;Calça Jeans;Vestuário;121.15;1;Samuel Araújo;Nordeste;Dinheiro
417;17/05/2023;Smartphone;Eletrônicos;2569.53;4;Gael Henrique Porto;Nordeste;Pix
418;12/07/2023;Cadeira;Móveis;175.74;4;André Guerra;Nordeste;Pix
419;06/09/2023;Mesa;Móveis;907.9;3;Caleb Garcia;Norte;Pix
420;09/02/2023;Bola de Futebol;Esporte;85.13;3;Alexia Melo;Sudeste;Dinheiro
421;01/09/2023;Calça Jeans;Vestuário;87.35;5;Nina da Luz;Sul;Cartão de Débito
422;10/07/2023;Smartphone;Eletrônicos;1597.08;1;Anthony Abreu;Norte;Boleto
423;20/12/2024;Raquete de Tênis;Esporte;1951.3;4;Levi Pastor;Sul;Pix
424;17/08/2023;Cômoda;Móveis;1011.7;2;Sr. Theo Mendes;Nordeste;Boleto
425;14/05/2024;Boné;Vestuário;17.91;4;Diogo Rios;Norte;Pix
426;25/06/2024;Liquidificador;Eletrodomésticos;348.4;2;Raquel Araújo;Centro-Oeste;Dinheiro
427;14/10/2023;Boné;Vestuário;26.12;5;Yan Silveira;Sul;Boleto
428;13/03/2024;Guarda-roupa;Móveis;1608.03;5;Maria Julia Azevedo;Sul;Cartão de Crédito
429;11/01/2023;Micro-ondas;Eletrodomésticos;804.45;2;Thiago Andrade;Norte;Cartão de Crédito
430;25/02/2025;Geladeira;Eletrodomésticos;1384.46;2;Isabela Lopes;Nordeste;Dinheiro
431;10/03/2024;Jogo de Tabuleiro;Brinquedos;102.9;2;Sr. Nicolas Nascimento;Nordeste;Cartão de Débito
432;12/07/2024;Impressora;Eletrônicos;998.01;1;Vitor Gabriel Araújo;Norte;Dinheiro
433;25/05/2023;Micro-ondas;Eletrodomésticos;886.83;3;Alícia Ramos;Centro-Oeste;Pix
434;21/09/2023;Máquina de Lavar;Eletrodomésticos;1391.54;4;Maria Flor Lima;Sudeste;Dinheiro
435;25/09/2023;Fogão;Eletrodomésticos;955.89;3;Alice Carvalho;Nordeste;Dinheiro
436;17/06/2023;Impressora;Eletrônicos;370.22;4;Vitor Gabriel Novais;Sul;Boleto
437;26/08/2023;Micro-ondas;Eletrodomésticos;965.39;5;Guilherme Azevedo;Norte;Boleto
438;05/01/2024;Ar-condicionado;Eletrodomésticos;3950.14;4;Clarice Almeida;Sudeste;Pix
439;09/07/2023;Tênis;Vestuário;96.8;5;Sr. Asafe Lima;Norte;Cartão de Crédito
440;17/03/2023;Liquidificador;Eletrodomésticos;366.95;1;Gabriela Costela;Norte;Boleto
441;22/09/2024;Notebook;Eletrônicos;2982.56;2;Valentim Ferreira;Norte;Boleto
442;11/04/2023;Tênis;Vestuário;60.23;1;Danilo Lima;Sul;Cartão de Crédito
443;08/04/2025;Liquidificador;Eletrodomésticos;471.46;1;Erick da Costa;Sudeste;Pix
444;05/01/2024;Calça Jeans;Vestuário;69.32;3;Sra. Isabela Silva;Sul;Dinheiro
445;11/04/2023;Micro-ondas;Eletrodomésticos;842.25;3;Maria Marques;Norte;Boleto
446;24/10/2023;Estante;Móveis;1785.58;2;Bianca Rios;Sul;Boleto
447;18/08/2023;Fogão;Eletrodomésticos;1229.17;4;Melissa Rodrigues;Sul;Boleto
448;22/03/2024;Raquete de Tênis;Esporte;690.8;3;Maria Laura Correia;Sudeste;Pix
449;07/09/2024;Casaco;Vestuário;101.07;4;Maria Vitória Gonçalves;Sul;Cartão de Débito
450;04/04/2025;Jogo de Tabuleiro;Brinquedos;145.58;1;Bruna Rocha;Norte;Pix
451;25/09/2023;Casaco;Vestuário;179.71;5;Davi Lucca Machado;Nordeste;Cartão de Crédito
452;31/05/2025;Jogo de Tabuleiro;Brinquedos;136.05;4;Emilly Mendes;Centro-Oeste;Dinheiro
453;23/05/2023;Impressora;Eletrônicos;696.41;2;Luiz Felipe Fonseca;Centro-Oeste;Cartão de Débito
454;24/12/2024;Boneca;Brinquedos;43.68;2;Agatha Leão;Sul;Dinheiro
455;03/10/2024;Sofá;Móveis;3794.39;5;João Lucas Santos;Norte;Cartão de Débito
456;25/07/2023;Boneca;Brinquedos;32.02;3;Maria Júlia Albuquerque;Sudeste;Cartão de Crédito
457;24/08/2024;Vestido;Vestuário;50.76;2;Dra. Esther Cavalcante;Sul;Pix
458;01/03/2024;Micro-ondas;Eletrodomésticos;1022.52;4;Maria Alice Rocha;Centro-Oeste;Boleto
459;07/08/2024;Máquina de Lavar;Eletrodomésticos;3630.44;4;Leonardo Azevedo;Nordeste;Dinheiro
460;11/08/2024;Estante;Móveis;1499.4;4;Yago Cunha;Nordeste;Boleto
461;10/04/2024;Mochila de Camping;Esporte;349.92;1;Benicio Farias;Sul;Cartão de Débito
462;25/08/2023;Carrinho;Brinquedos;77.55;2;Kamilly Carvalho;Sul;Pix
463;08/05/2025;Notebook;Eletrônicos;1998.42;1;Calebe Sá;Centro-Oeste;Cartão de Débito
464;15/09/2023;Guarda-roupa;Móveis;1250.17;4;Heloísa Novais;Nordeste;Cartão de Crédito
465;22/07/2024;Máquina de Lavar;Eletrodomésticos;2734.13;2;Júlia Gomes;Sul;Boleto
466;18/01/2025;Raquete de Tênis;Esporte;1889.33;3;Rhavi das Neves;Sul;Pix
467;10/10/2024;Boné;Vestuário;17.6;4;Ayla da Cunha;Sul;Dinheiro
468;23/09/2024;Smartphone;Eletrônicos;2384.49;5;Srta. Isabel Montenegro;Sudeste;Pix
469;13/02/2025;Cadeira;Móveis;240.01;4;Joaquim Casa Grande;Sudeste;Pix
470;08/04/2025;Carrinho;Brinquedos;106.04;1;Asafe Abreu;Sul;Pix
471;05/10/2023;Liquidificador;Eletrodomésticos;370.38;4;Maria Julia Vargas;Sul;Dinheiro
472;23/12/2023;Raquete de Tênis;Esporte;1764.78;1;Rodrigo da Cruz;Sudeste;Dinheiro
473;17/01/2025;Boneca;Brinquedos;94.09;1;Rebeca Ramos;Centro-Oeste;Dinheiro
474;14/07/2023;Micro-ondas;Eletrodomésticos;1713.61;2;Gabriela Monteiro;Norte;Dinheiro
475;11/02/2025;Impressora;Eletrônicos;376.64;4;Mathias Abreu;Norte;Cartão de Débito
476;14/01/2025;Mesa;Móveis;343.76;4;João Gabriel Cirino;Nordeste;Boleto
477;01/03/2023;Notebook;Eletrônicos;3332.56;4;Ana Carolina Sales;Sudeste;Cartão de Débito
478;14/06/2024;Tênis;Vestuário;270.25;1;Lara Castro;Sudeste;Cartão de Débito
479;16/02/2025;Cadeira;Móveis;204.68;5;Valentim Freitas;Sul;Boleto
480;25/02/2023;Fogão;Eletrodomésticos;2936.05;3;Caleb Silveira;Centro-Oeste;Pix
481;09/08/2023;Monitor;Eletrônicos;1473.06;3;Gustavo Henrique Moura;Sul;Dinheiro
482;02/05/2024;Casaco;Vestuário;208.78;3;Luan Lima;Sudeste;Cartão de Débito
483;04/11/2023;Carrinho;Brinquedos;61.23;5;Lunna Aparecida;Sul;Pix
484;09/03/2023;Liquidificador;Eletrodomésticos;234.82;2;Sophie Pires;Centro-Oeste;Cartão de Crédito
485;25/02/2023;Smartphone;Eletrônicos;3389.47;1;Lucas Gabriel Cunha;Centro-Oeste;Cartão de Débito
486;10/11/2023;Guarda-roupa;Móveis;892.48;3;Maria Eduarda Ramos;Norte;Pix
487;01/09/2023;Sofá;Móveis;2795.7;3;Srta. Marcela Cirino;Sul;Cartão de Crédito
488;12/04/2024;Sofá;Móveis;1696.85;5;Dr. Vitor Gabriel Casa Grande;Centro-Oeste;Pix
489;22/09/2024;Fogão;Eletrodomésticos;1251.89;5;Leonardo Azevedo;Sul;Dinheiro
490;07/07/2024;Bicicleta Infantil;Brinquedos;742.01;4;Bento Caldeira;Norte;Cartão de Débito
491;20/08/2024;Geladeira;Eletrodomésticos;3998.03;5;Dr. João Miguel Santos;Sudeste;Cartão de Débito
492;18/08/2023;Casaco;Vestuário;230.93;1;Joana Ribeiro;Sudeste;Boleto
493;26/08/2023;Casaco;Vestuário;163.96;4;Rebeca Montenegro;Nordeste;Dinheiro
494;24/05/2025;Mesa;Móveis;1305.38;3;Benjamin Rocha;Norte;Cartão de Crédito
495;25/05/2025;Tênis;Vestuário;84.9;3;Agatha Mendonça;Centro-Oeste;Boleto
496;07/06/2023;Cadeira;Móveis;425.33;2;Ana Clara Macedo;Sul;Cartão de Débito
497;16/04/2023;Boné;Vestuário;23.49;1;Maria Isis Lima;Sul;Cartão de Débito
498;31/08/2024;Impressora;Eletrônicos;431.58;2;Maitê Silveira;Centro-Oeste;Cartão de Débito
499;09/10/2023;Notebook;Eletrônicos;4845.12;3;Isadora Cassiano;Nordeste;Dinheiro
500;15/11/2024;Bola de Futebol;Esporte;184.61;3;Anthony Gabriel Ribeiro;Norte;Cartão de Crédito
501;01/06/2024;Jogo de Tabuleiro;Brinquedos;105.42;3;Kaique Mendonça;Centro-Oeste;Cartão de Débito
502;25/04/2025;Tablet;Eletrônicos;850.23;4;Matteo da Costa;Sudeste;Cartão de Crédito
503;30/04/2023;Guarda-roupa;Móveis;2540.46;3;Nina da Cunha;Sul;Cartão de Débito
504;27/10/2023;Máquina de Lavar;Eletrodomésticos;1700.18;5;Gabriela da Conceição;Sudeste;Pix
505;06/04/2024;Mesa;Móveis;1200.2;4;Sophie Sampaio;Centro-Oeste;Boleto
506;13/04/2023;Bola de Futebol;Esporte;160.74;4;Letícia Sousa;Nordeste;Cartão de Crédito
507;04/10/2023;Cômoda;Móveis;1227.1;1;Srta. Nina Fogaça;Sul;Dinheiro
508;03/06/2025;Boneca;Brinquedos;65.71;4;Vitória Silveira;Sul;Boleto
509;01/06/2023;Máquina de Lavar;Eletrodomésticos;902.69;5;Jade Cavalcante;Nordeste;Cartão de Crédito
510;02/05/2025;Bola de Futebol;Esporte;154.43;2;Dr. André Aparecida;Sudeste;Pix
511;06/09/2023;Liquidificador;Eletrodomésticos;421.4;1;Ana Clara Gonçalves;Sul;Cartão de Débito
512;19/05/2024;Notebook;Eletrônicos;3397.27;3;Renan Araújo;Centro-Oeste;Cartão de Débito
513;25/12/2024;Notebook;Eletrônicos;2904.96;5;Lavínia Peixoto;Centro-Oeste;Boleto
514;15/05/2024;Raquete de Tênis;Esporte;1106.89;1;Gabriela Abreu;Sul;Boleto
515;21/02/2023;Notebook;Eletrônicos;2644.31;5;Esther Cunha;Sudeste;Cartão de Crédito
516;08/08/2024;Mochila de Camping;Esporte;480.6;1;Ana Cecília Porto;Centro-Oeste;Cartão de Crédito
517;09/07/2024;Geladeira;Eletrodomésticos;2075.48;3;Diogo Nogueira;Nordeste;Cartão de Crédito
518;29/04/2024;Mesa;Móveis;706.36;4;Maria Luísa Santos;Norte;Boleto
519;23/04/2024;Mesa;Móveis;1042.62;3;Sofia Guerra;Sudeste;Cartão de Débito
520;11/05/2025;Camiseta;Vestuário;61.18;5;Pietro Nascimento;Centro-Oeste;Dinheiro
521;30/06/2024;Calça Jeans;Vestuário;142.09;3;Nathan Leão;Nordeste;Boleto
522;03/07/2024;Máquina de Lavar;Eletrodomésticos;3700.29;3;Ana Sophia Machado;Norte;Boleto
523;19/06/2024;Fone de Ouvido;Eletrônicos;259.99;2;Maitê da Luz;Sudeste;Boleto
524;02/01/2024;Mochila de Camping;Esporte;174.02;2;Ana Sophia da Cunha;Centro-Oeste;Pix
525;29/04/2024;Monitor;Eletrônicos;731.85;2;Bianca da Rocha;Norte;Pix
526;28/02/2023;Liquidificador;Eletrodomésticos;279.14;1;Fernando Lopes;Norte;Cartão de Débito
527;24/03/2025;Raquete de Tênis;Esporte;1586.49;3;Rafaela Viana;Sul;Pix
528;25/08/2024;Liquidificador;Eletrodomésticos;176.54;2;Samuel Mendonça;Nordeste;Pix
529;01/10/2023;Bola de Futebol;Esporte;177.65;1;Isabella Garcia;Sudeste;Boleto
530;27/01/2023;Tênis;Vestuário;280.73;1;Gustavo Câmara;Sudeste;Boleto
531;20/03/2024;Monitor;Eletrônicos;850.6;3;Maria Cecília da Cruz;Centro-Oeste;Dinheiro
